id,name,description,price,category,test_min,test_max
485,Фидер Maver Feeder 360 60г F-0494,Фидерное удилище Maver длиной 360 см с тестом до 60 г для дальнего заброса.,17110,Фидеры,0.0,60.0
486,Карповое удилище Norfin Carp 390 150г C-0495,"Карповое удилище Norfin длиной 390 см, тест до 150 г.",12490,Карповые удилища,0.0,150.0
487,Зимняя удочка Megabass Ice 65см 4-10г I-0496,Зимняя удочка Megabass длиной 65 см для блеснения и ловли на мормышку.,1470,Зимние удочки,4.0,10.0
488,Воблер Mustad 3.5см красный L-0497,"Воблер Mustad длиной 3.5 см, цвет красный. Уловистая приманка для хищной рыбы.",1610,Воблеры,,
489,Силикон Stinger 10.0см синий L-0498,"Силикон Stinger длиной 10.0 см, цвет синий. Уловистая приманка для хищной рыбы.",1730,Приманки,,
490,Блесна Preston 8.0см зелёный L-0499,"Блесна Preston длиной 8.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",2720,Блесны,,
491,Балансир Maver 11.0см чёрный L-0500,"Балансир Maver длиной 11.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2400,Балансиры,,
492,Мормышка Volzhanka 4.5см синий L-0501,"Мормышка Volzhanka длиной 4.5 см, цвет синий. Уловистая приманка для хищной рыбы.",1940,Мормышки,,
493,Леска/шнур Ryobi 0.23мм 135м N-0502,"Рыболовная леска или шнур Ryobi, диаметр 0.23 мм, длина 135 м.",3150,Лески и шнуры,,
494,Крючки Korda №1/0 (15 шт) H-0503,"Крючки Korda номер 1/0, упаковка 15 шт. Острые и прочные.",560,Крючки,,
495,Поплавок Daiwa 1.0г P-0504,Поплавок Daiwa грузоподъёмностью 1.0 г для поплавочной ловли.,270,Поплавки,,
496,Кормушка пуля 12г B-0505,Кормушка пуля весом 12 г для фидерной ловли.,260,Кормушки,,
497,Прикормка Owner фидер 2кг M-0506,"Прикормка Owner для ловли фидер, фасовка 2 кг.",760,Прикормка,,
498,Летний брюки Graphiteleader 3XL CL-0507,"Летний брюки Graphiteleader, размер 3XL. Комфорт и защита на рыбалке.",18820,Одежда,,
499,Стойка Mustad A-0508,Рыболовный аксессуар: стойка Mustad для удобства и эффективной ловли.,29990,Аксессуары,,
500,Щипцы Maver T-0509,Рыболовный инструмент: щипцы Maver для монтажа и обслуживания снастей.,4340,Инструменты,,
501,Всесезонная палатка Browning TP-0510,Всесезонная палатка Browning для комфортного отдыха на рыбалке.,4960,Палатки,,
502,Эхолот Humminbird E-0511,Электроника для рыбалки: эхолот Humminbird с современными функциями.,50580,Электроника,,
503,Спиннинг Stinger Power 270см 10-35г S-0513,"Спиннинг Stinger серии Power длиной 270 см, тест 10-35 г. Подходит для активной ловли хищника.",11560,Спиннинги,10.0,35.0
504,Катушка Graphiteleader Prime 1000 R-0514,Катушка Graphiteleader Prime размера 1000 с плавным ходом и надёжным фрикционом.,8160,Катушки,,
505,Фидер Trabucco Feeder 330 100г F-0515,Фидерное удилище Trabucco длиной 330 см с тестом до 100 г для дальнего заброса.,6440,Фидеры,0.0,100.0
506,Карповое удилище Owner Carp 330 180г C-0516,"Карповое удилище Owner длиной 330 см, тест до 180 г.",8650,Карповые удилища,0.0,180.0
507,Зимняя удочка Maver Ice 45см 1-10г I-0517,Зимняя удочка Maver длиной 45 см для блеснения и ловли на мормышку.,1290,Зимние удочки,1.0,10.0
508,Воблер Kosadaka 10.0см чёрный L-0518,"Воблер Kosadaka длиной 10.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",330,Воблеры,,
509,Силикон Trabucco 10.0см красный L-0519,"Силикон Trabucco длиной 10.0 см, цвет красный. Уловистая приманка для хищной рыбы.",2080,Приманки,,
510,Блесна Mustad 5.0см чёрный L-0520,"Блесна Mustad длиной 5.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1310,Блесны,,
511,Балансир Okuma 4.5см натуральный L-0521,"Балансир Okuma длиной 4.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",550,Балансиры,,
512,Мормышка Mepps 10.0см чёрный L-0522,"Мормышка Mepps длиной 10.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2640,Мормышки,,
513,Леска/шнур Rapala 0.12мм 150м N-0523,"Рыболовная леска или шнур Rapala, диаметр 0.12 мм, длина 150 м.",670,Лески и шнуры,,
514,Крючки Gamakatsu №6 (20 шт) H-0524,"Крючки Gamakatsu номер 6, упаковка 20 шт. Острые и прочные.",540,Крючки,,
515,Поплавок Blue Fox 2.0г P-0525,Поплавок Blue Fox грузоподъёмностью 2.0 г для поплавочной ловли.,390,Поплавки,,
516,Кормушка пуля 20г B-0526,Кормушка пуля весом 20 г для фидерной ловли.,370,Кормушки,,
